2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO - Hyperparameters:
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   environment: {'name': 'CartPole-v1', 'seed': 42}
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   algorithm: {'name': 'TRPO', 'lr': '3e-4', 'gamma': 0.99, 'gae_lambda': 0.95, 'max_kl': 0.01, 'damping': 0.2, 'has_continuous_action_space': False, 'action_std_init': 0.6}
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   network: {'hidden_dims': [64, 64], 'activation': 'tanh'}
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   training: {'max_episodes': 100, 'max_steps_per_episode': 500, 'update_interval': 2048, 'eval_interval': 10, 'save_interval': 300, 'log_interval': 10}
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   experiment: {'name': 'cartpole_trpo_wandb', 'seeds': [0, 1, 2, 3, 4], 'device': 'cuda', 'save_dir': 'results/cartpole_trpo_wandb'}
2025-08-04 01:00:46,960 - cartpole_trpo_wandb_seed_2 - INFO -   logging: {'tensorboard': False, 'save_metrics': True, 'plot_interval': 25, 'use_wandb': True, 'wandb_project': 'rl-framework-cartpole', 'wandb_entity': 'tatalintelli-university-of-seoul', 'enable_step_logging': True, 'step_log_interval': 1000}
2025-08-04 01:00:46,991 - cartpole_trpo_wandb_seed_2 - INFO - Episode 0: Reward=18.00, Length=18, Avg Reward (last 10)=18.00
2025-08-04 01:00:48,329 - cartpole_trpo_wandb_seed_2 - INFO - Episode 10: Reward=55.00, Length=55, Avg Reward (last 10)=28.00
2025-08-04 01:00:49,211 - cartpole_trpo_wandb_seed_2 - INFO - Episode 20: Reward=15.00, Length=15, Avg Reward (last 10)=20.50
2025-08-04 01:00:50,375 - cartpole_trpo_wandb_seed_2 - INFO - Episode 30: Reward=15.00, Length=15, Avg Reward (last 10)=23.80
2025-08-04 01:00:51,610 - cartpole_trpo_wandb_seed_2 - INFO - Step 1018: Avg Reward=24.83, Running Avg=24.83, Episodes=41
2025-08-04 01:00:51,611 - cartpole_trpo_wandb_seed_2 - INFO - Episode 40: Reward=51.00, Length=51, Avg Reward (last 10)=27.70
2025-08-04 01:00:52,642 - cartpole_trpo_wandb_seed_2 - INFO - Episode 50: Reward=37.00, Length=37, Avg Reward (last 10)=23.10
2025-08-04 01:00:53,679 - cartpole_trpo_wandb_seed_2 - INFO - Episode 60: Reward=37.00, Length=37, Avg Reward (last 10)=23.40
2025-08-04 01:00:55,204 - cartpole_trpo_wandb_seed_2 - INFO - Episode 70: Reward=74.00, Length=74, Avg Reward (last 10)=32.30
2025-08-04 01:00:56,127 - cartpole_trpo_wandb_seed_2 - INFO - Step 2023: Avg Reward=26.45, Running Avg=25.61, Episodes=38
2025-08-04 01:00:58,174 - cartpole_trpo_wandb_seed_2 - INFO - Episode 80: Reward=12.00, Length=12, Avg Reward (last 10)=24.60
2025-08-04 01:00:59,364 - cartpole_trpo_wandb_seed_2 - INFO - Episode 90: Reward=12.00, Length=12, Avg Reward (last 10)=26.30
2025-08-04 01:01:00,474 - cartpole_trpo_wandb_seed_2 - INFO - Episode 100: Reward=12.00, Length=12, Avg Reward (last 10)=26.00
2025-08-04 01:01:01,680 - cartpole_trpo_wandb_seed_2 - INFO - Episode 110: Reward=15.00, Length=15, Avg Reward (last 10)=26.70
2025-08-04 01:01:02,520 - cartpole_trpo_wandb_seed_2 - INFO - Step 3029: Avg Reward=24.95, Running Avg=25.39, Episodes=40
